250			
u	244	246	0.11712
u	239	240	0.10616
u	238	245	0.06142
u	235	238	0.07048
u	233	240	0.07634
u	232	248	0.10223
u	231	248	0.10699
u	229	249	0.10098
u	228	241	0.01473
u	226	231	0.07638
u	223	242	0.10184
u	223	249	0.10898
u	222	225	0.09842
u	220	247	0.10309
u	219	221	0.06535
u	218	224	0.05993
u	218	227	0.09192
u	217	232	0.09613
u	216	232	0.08738
u	214	219	0.04104
u	214	221	0.10444
u	213	235	0.09305
u	213	238	0.10707
u	212	214	0.09024
u	212	219	0.08099
u	212	221	0.08320
u	212	244	0.04321
u	211	222	0.06192
u	211	225	0.10649
u	210	212	0.05813
u	210	214	0.07099
u	210	219	0.03728
u	210	221	0.03659
u	210	244	0.10062
u	209	211	0.01269
u	209	222	0.07357
u	209	225	0.11652
u	208	226	0.04662
u	208	231	0.08821
u	207	210	0.03158
u	207	212	0.05667
u	207	214	0.10119
u	207	219	0.06878
u	207	221	0.02902
u	207	244	0.09218
u	206	209	0.11467
u	205	207	0.10606
u	205	210	0.07932
u	205	214	0.07345
u	205	219	0.05157
u	205	221	0.08879
u	204	222	0.09626
u	204	225	0.05003
u	204	231	0.11432
u	203	249	0.04148
u	202	204	0.04207
u	202	209	0.10956
u	202	211	0.09692
u	202	222	0.05440
u	202	225	0.06056
u	201	216	0.11363
u	201	217	0.11118
u	201	232	0.03557
u	201	248	0.06668
u	200	203	0.05651
u	200	223	0.09984
u	200	249	0.06335
u	199	237	0.06767
u	198	223	0.09036
u	198	242	0.03037
u	197	230	0.09937
u	196	205	0.05718
u	196	214	0.08233
u	196	219	0.08903
u	195	238	0.11390
u	195	245	0.09286
u	194	220	0.11551
u	193	243	0.09306
u	192	243	0.07897
u	191	202	0.06216
u	191	204	0.07061
u	191	222	0.09234
u	191	225	0.11446
u	191	231	0.11935
u	190	220	0.04330
u	190	247	0.06680
u	189	200	0.11303
u	189	203	0.05779
u	189	220	0.09403
u	189	249	0.08557
u	188	230	0.05191
u	188	233	0.08575
u	188	240	0.09560
u	187	208	0.06557
u	187	226	0.03660
u	187	231	0.04215
u	187	248	0.11716
u	186	189	0.05775
u	186	203	0.10305
u	186	249	0.11195
u	185	201	0.06956
u	185	232	0.10259
u	185	248	0.02896
u	184	188	0.07566
u	184	197	0.05351
u	184	230	0.04691
u	183	215	0.03017
u	182	198	0.07870
u	182	223	0.08452
u	182	242	0.10811
u	181	184	0.08764
u	181	188	0.10778
u	181	196	0.11674
u	181	230	0.05963
u	180	213	0.03355
u	179	193	0.10256
u	179	212	0.09146
u	179	244	0.07050
u	178	236	0.02867
u	177	186	0.03537
u	177	189	0.03512
u	177	203	0.06820
u	177	249	0.07806
u	176	191	0.02089
u	176	202	0.04299
u	176	204	0.06123
u	176	222	0.07243
u	176	225	0.09939
u	175	246	0.03569
u	174	179	0.09292
u	174	192	0.07813
u	174	243	0.07415
u	172	180	0.08119
u	172	197	0.09121
u	172	213	0.05932
u	172	235	0.07388
u	171	172	0.06889
u	171	180	0.10106
u	171	213	0.06758
u	171	235	0.03106
u	171	238	0.05664
u	171	245	0.11526
u	170	182	0.06422
u	170	198	0.10237
u	170	223	0.03653
u	170	229	0.10924
u	170	249	0.11264
u	169	177	0.08571
u	169	186	0.05624
u	169	189	0.08899
u	169	190	0.09320
u	169	220	0.10104
u	168	187	0.04080
u	168	204	0.11515
u	168	208	0.08885
u	168	226	0.07555
u	168	231	0.00268
u	168	248	0.10481
u	167	224	0.07521
u	166	236	0.09479
u	165	171	0.11685
u	165	172	0.09828
u	165	180	0.01756
u	165	191	0.10673
u	165	213	0.05003
u	164	190	0.07043
u	164	194	0.07229
u	164	220	0.05001
u	164	247	0.09969
u	163	202	0.09825
u	163	209	0.02235
u	163	211	0.01708
u	163	222	0.05489
u	163	225	0.11682
u	162	192	0.09472
u	161	169	0.10571
u	161	177	0.07299
u	161	186	0.06124
u	161	189	0.10748
u	161	229	0.10509
u	161	249	0.11843
u	160	168	0.06839
u	160	176	0.06571
u	160	187	0.10794
u	160	191	0.05410
u	160	202	0.08639
u	160	204	0.06352
u	160	225	0.11314
u	160	231	0.06647
u	159	234	0.05490
u	159	239	0.10493
u	158	170	0.05722
u	158	200	0.07196
u	158	203	0.09121
u	158	223	0.05291
u	158	229	0.09925
u	158	249	0.05734
u	157	181	0.05473
u	157	184	0.04716
u	157	188	0.10501
u	157	197	0.07152
u	157	230	0.05597
u	156	196	0.08377
u	156	205	0.05088
u	156	207	0.07567
u	156	210	0.04409
u	156	212	0.08418
u	156	214	0.03435
u	156	219	0.00745
u	156	221	0.07280
u	155	165	0.05001
u	155	171	0.07487
u	155	172	0.04996
u	155	180	0.03246
u	155	197	0.11679
u	155	213	0.01559
u	155	235	0.09681
u	155	238	0.11940
u	154	171	0.08024
u	154	195	0.11016
u	154	235	0.09296
u	154	238	0.02365
u	154	245	0.04011
u	153	228	0.05583
u	153	241	0.04247
u	152	179	0.10233
u	152	207	0.08799
u	152	210	0.10636
u	152	212	0.05852
u	152	221	0.11655
u	152	244	0.03365
u	152	246	0.09510
u	151	168	0.09264
u	151	187	0.06861
u	151	208	0.00391
u	151	226	0.04792
u	151	231	0.09202
u	150	164	0.09115
u	150	169	0.06638
u	150	177	0.08428
u	150	186	0.08087
u	150	189	0.06046
u	150	190	0.06182
u	150	203	0.11351
u	150	220	0.04158
u	149	163	0.07447
u	149	206	0.10265
u	149	209	0.05363
u	149	211	0.05830
u	149	222	0.11405
u	149	225	0.10995
u	148	157	0.01712
u	148	181	0.05620
u	148	184	0.03398
u	148	188	0.08809
u	148	197	0.07085
u	148	230	0.04043
u	147	162	0.09416
u	147	166	0.11877
u	146	218	0.06252
u	146	224	0.11387
u	146	227	0.04560
u	145	146	0.10595
u	144	168	0.09650
u	144	185	0.03018
u	144	187	0.11380
u	144	201	0.08140
u	144	204	0.11540
u	144	231	0.09846
u	144	232	0.11686
u	144	248	0.01527
u	143	152	0.07831
u	143	175	0.10421
u	143	179	0.08905
u	143	193	0.06865
u	143	212	0.11875
u	143	244	0.07554
u	143	246	0.07590
u	142	154	0.11701
u	142	155	0.04818
u	142	165	0.04797
u	142	171	0.08119
u	142	172	0.09299
u	142	180	0.04124
u	142	195	0.08901
u	142	213	0.03433
u	142	235	0.11123
u	142	238	0.10237
u	140	147	0.04712
u	140	162	0.10969
u	139	156	0.06665
u	139	196	0.04593
u	139	205	0.01814
u	139	210	0.09743
u	139	214	0.08428
u	139	219	0.06833
u	139	221	0.10596
u	138	151	0.11903
u	138	188	0.10136
u	138	226	0.11064
u	138	233	0.09598
u	138	239	0.11352
u	138	240	0.02076
u	137	145	0.11708
u	137	146	0.03524
u	137	183	0.11008
u	137	215	0.11222
u	137	218	0.04325
u	137	224	0.10278
u	137	227	0.07930
u	136	159	0.02310
u	136	234	0.03185
u	135	141	0.06693
u	135	181	0.07362
u	135	230	0.11174
u	134	137	0.10296
u	134	145	0.10314
u	134	146	0.06821
u	134	227	0.03986
u	133	166	0.06778
u	132	154	0.08146
u	132	171	0.07460
u	132	235	0.05508
u	132	238	0.06935
u	131	143	0.05854
u	131	179	0.09728
u	131	193	0.01012
u	131	243	0.10112
u	130	194	0.05825
u	130	234	0.11697
u	129	133	0.07141
u	129	147	0.08531
u	129	166	0.03392
u	129	178	0.11909
u	129	236	0.09707
u	128	136	0.11358
u	128	159	0.09153
u	128	173	0.11948
u	128	239	0.01726
u	126	183	0.08912
u	126	215	0.05899
u	125	148	0.04208
u	125	157	0.02917
u	125	172	0.11220
u	125	181	0.08041
u	125	184	0.05816
u	125	197	0.05633
u	125	230	0.08248
u	124	142	0.06118
u	124	155	0.01487
u	124	165	0.05177
u	124	171	0.08584
u	124	172	0.04713
u	124	180	0.03552
u	124	197	0.10321
u	124	213	0.03033
u	124	235	0.10482
u	123	175	0.07983
u	123	246	0.10306
u	122	139	0.01217
u	122	156	0.05505
u	122	196	0.05144
u	122	205	0.00647
u	122	207	0.11241
u	122	210	0.08536
u	122	214	0.07516
u	122	219	0.05638
u	122	221	0.09525
u	121	158	0.08749
u	121	170	0.03464
u	121	182	0.03939
u	121	198	0.07031
u	121	223	0.04530
u	121	242	0.09371
u	120	145	0.09428
u	120	161	0.09789
u	120	229	0.08292
u	119	120	0.10342
u	119	134	0.04953
u	119	137	0.09676
u	119	145	0.05361
u	119	146	0.07143
u	119	227	0.07465
u	118	124	0.06300
u	118	142	0.11650
u	118	151	0.10687
u	118	155	0.07746
u	118	165	0.08159
u	118	172	0.08663
u	118	180	0.07699
u	118	184	0.11388
u	118	197	0.06902
u	118	208	0.10634
u	118	213	0.09204
u	117	140	0.10873
u	117	147	0.11794
u	117	167	0.09427
u	117	178	0.06290
u	117	236	0.08473
u	116	164	0.04060
u	116	190	0.07925
u	116	194	0.08583
u	116	220	0.08021
u	116	247	0.07638
u	115	153	0.05126
u	115	228	0.08124
u	115	241	0.06730
u	114	163	0.05526
u	114	176	0.08339
u	114	191	0.10158
u	114	202	0.07319
u	114	204	0.11526
u	114	209	0.07685
u	114	211	0.06713
u	114	222	0.02060
u	114	225	0.11896
u	113	121	0.05379
u	113	158	0.09842
u	113	170	0.07229
u	113	182	0.08536
u	113	198	0.05009
u	113	223	0.04665
u	113	242	0.05551
u	112	128	0.09960
u	112	136	0.05632
u	112	159	0.04347
u	112	234	0.08047
u	112	239	0.10722
u	110	122	0.05351
u	110	139	0.06016
u	110	156	0.03963
u	110	196	0.05323
u	110	205	0.05391
u	110	207	0.11522
u	110	210	0.08364
u	110	212	0.11550
u	110	214	0.02920
u	110	219	0.04680
u	110	221	0.11114
u	109	126	0.09332
u	109	137	0.05083
u	109	146	0.08420
u	109	183	0.06517
u	109	215	0.06179
u	109	218	0.07179
u	108	110	0.06803
u	108	122	0.08214
u	108	135	0.11644
u	108	139	0.07724
u	108	156	0.10525
u	108	181	0.10766
u	108	196	0.03132
u	108	205	0.08755
u	108	214	0.09401
u	108	219	0.11157
u	107	130	0.11436
u	107	173	0.08976
u	107	200	0.08254
u	107	203	0.11594
u	106	123	0.11362
u	106	131	0.02227
u	106	143	0.06821
u	106	179	0.11930
u	106	193	0.02119
u	106	243	0.10940
u	106	246	0.11883
u	105	106	0.01034
u	105	123	0.10392
u	105	131	0.03234
u	105	143	0.07217
u	105	193	0.03141
u	105	243	0.11674
u	105	246	0.11604
u	104	144	0.08161
u	104	185	0.07936
u	104	201	0.02597
u	104	217	0.09568
u	104	232	0.04888
u	104	248	0.06640
u	103	174	0.03708
u	103	192	0.04287
u	103	243	0.05731
u	102	138	0.09831
u	102	187	0.09374
u	102	226	0.07775
u	102	240	0.11740
u	101	108	0.05491
u	101	110	0.07783
u	101	122	0.05090
u	101	125	0.10521
u	101	139	0.03983
u	101	156	0.09930
u	101	157	0.10869
u	101	181	0.10336
u	101	196	0.03115
u	101	205	0.05734
u	101	214	0.10662
u	101	219	0.10279
u	100	103	0.06580
u	100	133	0.08099
u	100	174	0.06827
u	100	192	0.07056
u	99	129	0.10765
u	99	140	0.05150
u	99	147	0.03171
u	99	162	0.06455
u	98	117	0.11425
u	98	178	0.05183
u	98	236	0.04433
u	97	144	0.07138
u	97	160	0.08756
u	97	168	0.10904
u	97	176	0.10973
u	97	185	0.07779
u	97	191	0.11562
u	97	202	0.08870
u	97	204	0.04951
u	97	225	0.05664
u	97	231	0.10938
u	97	248	0.08598
u	96	199	0.01569
u	96	237	0.06553
u	95	115	0.09423
u	95	153	0.11710
u	95	216	0.11785
u	94	141	0.08070
u	94	198	0.09053
u	94	242	0.09095
u	93	97	0.07550
u	93	144	0.08371
u	93	160	0.04360
u	93	168	0.03641
u	93	176	0.10570
u	93	185	0.11051
u	93	187	0.07640
u	93	191	0.09704
u	93	202	0.11502
u	93	204	0.07908
u	93	226	0.11188
u	93	231	0.03594
u	93	248	0.09608
u	92	122	0.11702
u	92	132	0.07972
u	92	139	0.11349
u	92	171	0.08961
u	92	172	0.09296
u	92	205	0.11628
u	92	235	0.06040
u	91	109	0.06129
u	91	119	0.09388
u	91	134	0.09544
u	91	137	0.01061
u	91	145	0.11905
u	91	146	0.02723
u	91	218	0.04088
u	91	224	0.09863
u	91	227	0.06960
u	90	113	0.11828
u	90	173	0.06973
u	90	233	0.10517
u	90	242	0.10115
u	89	116	0.06089
u	89	127	0.10682
u	89	130	0.10584
u	89	164	0.07494
u	89	194	0.05110
u	88	98	0.08567
u	88	182	0.09779
u	87	111	0.11190
u	87	130	0.03684
u	87	136	0.10342
u	87	194	0.08273
u	87	234	0.08302
u	86	108	0.11578
u	86	135	0.10345
u	86	141	0.05640
u	85	152	0.10662
u	85	175	0.11147
u	85	246	0.09698
u	84	100	0.09532
u	84	103	0.05747
u	84	106	0.11963
u	84	131	0.10014
u	84	174	0.02770
u	84	179	0.06994
u	84	192	0.10034
u	84	193	0.09844
u	84	243	0.07221
u	83	95	0.11982
u	83	104	0.08511
u	83	201	0.09238
u	83	217	0.03695
u	83	232	0.06812
u	82	85	0.04344
u	82	152	0.06590
u	82	175	0.11914
u	82	207	0.10290
u	82	212	0.10888
u	82	244	0.09913
u	82	246	0.09265
u	81	119	0.08225
u	81	134	0.04508
u	81	146	0.11254
u	81	227	0.07588
u	81	229	0.10166
u	80	97	0.08938
u	80	149	0.09615
u	80	202	0.11386
u	80	204	0.10423
u	80	225	0.05577
u	79	84	0.09700
u	79	110	0.11633
u	79	174	0.10110
u	79	179	0.07431
u	79	212	0.11328
u	79	214	0.09294
u	78	112	0.10817
u	78	128	0.03633
u	78	138	0.09955
u	78	159	0.11389
u	78	239	0.02065
u	78	240	0.09536
u	77	78	0.10966
u	77	102	0.02737
u	77	138	0.07171
u	77	151	0.11765
u	77	187	0.10655
u	77	208	0.11848
u	77	226	0.08175
u	77	240	0.09031
u	76	95	0.07370
u	76	115	0.03658
u	76	153	0.04395
u	76	228	0.09469
u	76	241	0.08004
u	75	89	0.03394
u	75	116	0.02706
u	75	164	0.04846
u	75	190	0.10387
u	75	194	0.06452
u	75	220	0.09669
u	75	247	0.10191
u	74	109	0.10730
u	74	126	0.07749
u	74	183	0.05190
u	74	215	0.04643
u	73	120	0.10775
u	73	145	0.09149
u	72	107	0.11731
u	72	150	0.08210
u	72	177	0.06434
u	72	186	0.09359
u	72	189	0.03706
u	72	200	0.08158
u	72	203	0.03470
u	72	220	0.10329
u	72	249	0.07452
u	71	135	0.10448
u	71	148	0.09121
u	71	157	0.10574
u	71	181	0.08837
u	71	184	0.09326
u	71	188	0.03894
u	71	230	0.05108
u	71	233	0.07728
u	71	240	0.11683
u	70	79	0.01576
u	70	84	0.08129
u	70	100	0.11309
u	70	174	0.08574
u	70	179	0.06528
u	70	212	0.11795
u	70	214	0.10735
u	70	244	0.11957
u	69	107	0.05640
u	69	128	0.11896
u	69	173	0.05282
u	68	114	0.06736
u	68	160	0.10388
u	68	165	0.10769
u	68	176	0.04396
u	68	191	0.04982
u	68	202	0.07329
u	68	204	0.10336
u	68	222	0.06811
u	67	83	0.07338
u	67	112	0.11331
u	67	217	0.04501
u	66	149	0.07561
u	66	206	0.05154
u	66	209	0.11107
u	65	71	0.06843
u	65	125	0.10535
u	65	138	0.11370
u	65	148	0.07162
u	65	151	0.10304
u	65	157	0.08838
u	65	181	0.10922
u	65	184	0.04790
u	65	188	0.03552
u	65	197	0.09301
u	65	208	0.10677
u	65	230	0.05007
u	65	240	0.11415
u	64	91	0.04394
u	64	109	0.06144
u	64	119	0.06813
u	64	134	0.09237
u	64	137	0.03977
u	64	145	0.07791
u	64	146	0.04384
u	64	183	0.09898
u	64	215	0.11174
u	64	218	0.08298
u	64	227	0.08490
u	63	96	0.02231
u	63	199	0.01821
u	63	237	0.04962
u	62	71	0.10901
u	62	78	0.11140
u	62	90	0.08635
u	62	128	0.11744
u	62	138	0.09478
u	62	188	0.11357
u	62	233	0.03192
u	62	239	0.10804
u	62	240	0.07405
u	61	87	0.05163
u	61	89	0.09050
u	61	111	0.06739
u	61	130	0.06867
u	61	194	0.07466
u	61	234	0.10977
u	60	63	0.06637
u	60	96	0.05690
u	60	111	0.08712
u	60	199	0.04868
u	60	237	0.11595
u	59	80	0.06845
u	59	97	0.06442
u	59	144	0.08084
u	59	185	0.06135
u	59	204	0.10796
u	59	225	0.08326
u	59	248	0.08763
u	58	68	0.04795
u	58	114	0.01947
u	58	163	0.07425
u	58	176	0.06845
u	58	191	0.08507
u	58	202	0.06778
u	58	204	0.10891
u	58	209	0.09540
u	58	211	0.08501
u	58	222	0.02759
u	57	65	0.06750
u	57	118	0.08024
u	57	125	0.06349
u	57	148	0.06092
u	57	151	0.10773
u	57	157	0.06773
u	57	172	0.11673
u	57	181	0.11710
u	57	184	0.03368
u	57	188	0.10123
u	57	197	0.02583
u	57	208	0.11002
u	57	230	0.08049
u	56	73	0.05918
u	56	119	0.11916
u	56	120	0.05027
u	56	145	0.08552
u	56	161	0.11851
u	55	67	0.08505
u	55	78	0.08955
u	55	112	0.04590
u	55	128	0.09745
u	55	136	0.10111
u	55	159	0.08414
u	55	217	0.11852
u	55	239	0.09744
u	54	99	0.08037
u	54	117	0.08936
u	54	140	0.02922
u	54	147	0.07003
u	53	56	0.05542
u	53	73	0.10372
u	53	81	0.11179
u	53	119	0.07620
u	53	120	0.02782
u	53	134	0.10851
u	53	145	0.06902
u	53	229	0.09315
u	52	77	0.10533
u	52	93	0.09973
u	52	102	0.10130
u	52	151	0.03422
u	52	168	0.06388
u	52	187	0.03447
u	52	208	0.03135
u	52	226	0.02384
u	52	231	0.06392
u	51	70	0.07990
u	51	79	0.06984
u	51	86	0.10847
u	51	110	0.11491
u	51	133	0.11676
u	51	214	0.10713
u	50	59	0.04226
u	50	80	0.10173
u	50	97	0.10154
u	50	104	0.11784
u	50	144	0.08851
u	50	185	0.05942
u	50	201	0.09673
u	50	232	0.11667
u	50	248	0.08802
u	49	59	0.08296
u	49	80	0.08196
u	49	93	0.08739
u	49	97	0.03121
u	49	144	0.10234
u	49	160	0.08334
u	49	176	0.08610
u	49	185	0.10833
u	49	191	0.09628
u	49	202	0.05875
u	49	204	0.02568
u	49	222	0.10927
u	49	225	0.03314
u	49	248	0.11708
u	48	50	0.09958
u	48	83	0.08782
u	48	104	0.06005
u	48	144	0.11407
u	48	185	0.09500
u	48	201	0.03841
u	48	216	0.07531
u	48	217	0.11710
u	48	232	0.02109
u	48	248	0.10057
u	47	64	0.10444
u	47	91	0.06658
u	47	109	0.07505
u	47	137	0.06569
u	47	146	0.09071
u	47	167	0.11422
u	47	218	0.02914
u	47	224	0.05238
u	46	161	0.07892
u	46	169	0.06854
u	46	177	0.11118
u	46	186	0.07689
u	45	48	0.11127
u	45	67	0.06225
u	45	76	0.11037
u	45	83	0.02906
u	45	95	0.10135
u	45	104	0.11417
u	45	217	0.04535
u	45	232	0.09323
u	44	49	0.02107
u	44	59	0.09573
u	44	68	0.11930
u	44	80	0.10281
u	44	93	0.06793
u	44	97	0.03365
u	44	144	0.09765
u	44	160	0.06268
u	44	168	0.10433
u	44	176	0.07613
u	44	185	0.10945
u	44	191	0.08240
u	44	202	0.05971
u	44	204	0.01774
u	44	222	0.11370
u	44	225	0.05336
u	44	231	0.10384
u	44	248	0.11288
u	43	82	0.08576
u	43	152	0.08933
u	43	156	0.10122
u	43	207	0.02708
u	43	210	0.05763
u	43	212	0.07554
u	43	219	0.09405
u	43	221	0.03765
u	43	244	0.10274
u	42	86	0.09639
u	42	101	0.09688
u	42	108	0.06664
u	42	135	0.05008
u	42	141	0.08880
u	42	157	0.11467
u	42	181	0.06506
u	42	196	0.09113
u	41	81	0.11854
u	41	88	0.06374
u	41	121	0.07816
u	41	170	0.09973
u	41	182	0.03878
u	41	198	0.10323
u	40	75	0.07166
u	40	89	0.10329
u	40	116	0.05100
u	40	150	0.07051
u	40	164	0.03395
u	40	190	0.03649
u	40	194	0.10624
u	40	220	0.03150
u	40	247	0.07741
u	39	66	0.05590
u	39	80	0.10277
u	39	149	0.05382
u	39	206	0.10412
u	39	209	0.10654
u	39	211	0.11209
u	38	74	0.06907
u	38	109	0.09245
u	38	126	0.00845
u	38	183	0.08279
u	38	215	0.05290
u	37	76	0.02674
u	37	95	0.09352
u	37	115	0.01398
u	37	153	0.03846
u	37	228	0.07596
u	37	241	0.06139
u	36	41	0.05329
u	36	88	0.01841
u	36	98	0.08515
u	36	182	0.09055
u	35	36	0.08804
u	35	41	0.10606
u	35	88	0.07142
u	35	94	0.06254
u	35	141	0.11388
u	35	198	0.10645
u	34	53	0.08565
u	34	56	0.04399
u	34	73	0.01812
u	34	120	0.09075
u	34	145	0.07784
u	33	58	0.09102
u	33	114	0.08593
u	33	163	0.10678
u	33	222	0.10644
u	32	52	0.07988
u	32	77	0.11466
u	32	93	0.07410
u	32	102	0.09251
u	32	104	0.10076
u	32	144	0.07333
u	32	151	0.11408
u	32	160	0.11627
u	32	168	0.05434
u	32	185	0.10165
u	32	187	0.04594
u	32	201	0.11801
u	32	208	0.11121
u	32	226	0.07421
u	32	231	0.05700
u	32	248	0.07367
u	31	37	0.09487
u	31	115	0.08730
u	31	153	0.10769
u	31	228	0.07913
u	31	241	0.07871
u	30	43	0.10126
u	30	70	0.10835
u	30	79	0.10818
u	30	82	0.10926
u	30	143	0.08740
u	30	152	0.04565
u	30	156	0.11364
u	30	179	0.06570
u	30	207	0.08708
u	30	210	0.09124
u	30	212	0.03314
u	30	214	0.11280
u	30	219	0.11146
u	30	221	0.11496
u	30	244	0.01475
u	29	47	0.02921
u	29	64	0.10752
u	29	91	0.06429
u	29	109	0.09440
u	29	137	0.06803
u	29	146	0.08191
u	29	167	0.10821
u	29	218	0.02524
u	29	224	0.03477
u	29	227	0.10208
u	28	35	0.10487
u	28	41	0.10902
u	28	94	0.08477
u	28	113	0.05483
u	28	121	0.07801
u	28	170	0.10987
u	28	182	0.08584
u	28	198	0.00775
u	28	223	0.09677
u	28	242	0.02503
u	27	62	0.07419
u	27	65	0.07207
u	27	71	0.05107
u	27	138	0.07814
u	27	184	0.11544
u	27	188	0.03989
u	27	230	0.08817
u	27	233	0.04883
u	27	240	0.06581
u	26	55	0.09933
u	26	77	0.03854
u	26	78	0.09413
u	26	102	0.04190
u	26	138	0.09654
u	26	217	0.11910
u	26	226	0.11644
u	26	239	0.11461
u	26	240	0.11097
u	25	60	0.03405
u	25	63	0.09366
u	25	96	0.08879
u	25	111	0.05309
u	25	199	0.07779
u	24	39	0.07951
u	24	66	0.08457
u	24	80	0.11814
u	24	114	0.10397
u	24	149	0.02915
u	24	163	0.05034
u	24	206	0.09602
u	24	209	0.02802
u	24	211	0.03696
u	24	222	0.09835
u	24	225	0.11996
u	23	33	0.06032
u	23	58	0.07072
u	23	68	0.07437
u	23	114	0.07960
u	23	176	0.11709
u	23	195	0.08090
u	23	222	0.09692
u	22	34	0.03658
u	22	53	0.07033
u	22	56	0.01508
u	22	73	0.04871
u	22	120	0.06464
u	22	145	0.09324
u	21	27	0.01873
u	21	62	0.07424
u	21	65	0.07811
u	21	71	0.03782
u	21	138	0.09594
u	21	184	0.11666
u	21	188	0.04280
u	21	230	0.08276
u	21	233	0.04409
u	21	240	0.08207
u	20	40	0.07068
u	20	75	0.02897
u	20	89	0.05690
u	20	116	0.02095
u	20	127	0.11837
u	20	164	0.06088
u	20	190	0.09529
u	20	194	0.09349
